,0,1,2,3
0,1.0,0.33962000824864264,0.42377135285334727,0.37122741773625884
1,1.0,0.3827571602707609,0.3194142202523809,0.0
2,1.0,0.0,0.0,0.0
3,1.0,1.0801634125378852,0.0,0.08347535610700986
4,1.0,0.0,0.0,0.0
5,1.0,0.0,0.3006851142946058,0.0
6,1.0,0.0,0.0,0.513052133880305
7,1.0,0.0,0.0,0.0
8,1.0,1.816475940881144,0.0,0.08661926298854213
9,1.0,0.0,1.6473390663560998,0.9174879834442943
10,1.0,1.066934867005179,0.0476727312116796,0.9166547888245957
11,1.0,0.37094683509441023,0.6131890778590062,0.0
12,1.0,0.0,1.028854347803183,0.0
13,1.0,0.0,0.0,0.0
14,1.0,0.6131231363365798,0.0,0.0
15,1.0,0.5198417309776412,0.0,1.3889799748383085
16,1.0,0.35145507618731386,0.0,0.0
17,1.0,0.0,1.0868307847683634,0.0
18,1.0,0.0,1.643251614242697,0.0
19,1.0,0.0,0.0,0.5863372815313004
20,1.0,0.0,0.0,0.0
21,1.0,0.7293494040178566,0.8061393585150219,0.0
22,1.0,0.16333994554129863,0.0,0.0
23,1.0,1.377950952722521,0.13573073406713437,2.310363486795888
24,1.0,0.0,0.5802844167243075,0.0
25,1.0,0.5658178468280931,0.0,0.0
26,1.0,0.0,3.0660367390488967,0.0
27,1.0,0.0,0.0,0.6780397271239971
28,1.0,0.0,1.3604462024852575,1.0023982728439578
29,1.0,0.0,0.0,0.0
30,1.0,0.0,0.0,1.2043962915330844
31,1.0,1.5907007871260619,0.0,0.0
32,1.0,0.0,0.0,0.0
33,1.0,0.0,1.2969153998005238,0.0
34,1.0,0.8545842348534083,0.0,1.760667296993123
35,1.0,0.19921798301385701,0.0,2.552424025371081
36,1.0,0.0,0.0,0.2019100019601099
37,1.0,0.0,1.066324553166257,0.0
38,1.0,0.8047169314794976,0.8527484705742913,0.0
39,1.0,0.16324400572267767,0.0,2.3458080738406677
40,1.0,0.0,0.0,0.0
41,1.0,0.0,0.0,0.7677891353446865
42,1.0,0.0,0.0,0.0
43,1.0,0.0,2.755807558275951,1.0412431916947957
44,1.0,0.0,0.0,0.0
45,1.0,0.0,0.034727788359190326,0.0
46,1.0,0.0,1.4223785052484463,0.4516854512950959
47,1.0,0.0,0.0,0.0
48,1.0,0.0,0.1156618270926259,0.0
49,1.0,0.0,0.0,0.7323017147112972
50,1.0,0.0,0.0,0.6398520751723783
51,1.0,0.7543689046395509,0.0,0.5623976772929592
52,1.0,0.0,0.3012921765535601,0.0
53,1.0,0.8328944493608352,1.203258954116498,0.6370732356261833
54,1.0,0.5583399616951433,0.0,0.2606297490669398
55,1.0,0.0,0.0,0.0
56,1.0,0.0553649749135539,0.41211740512833367,0.0
57,1.0,0.0,1.2297538109392712,0.0
58,1.0,1.0301551978238768,0.17681246373052467,0.0
59,1.0,0.0,0.0,0.6750645184094394
60,1.0,0.3479017619704715,0.0,0.0
