,0,1,2,3
0,1.0,0.4516854512950959,0.0,0.0
1,1.0,0.0,0.0,0.1156618270926259
2,1.0,0.0,0.0,0.0
3,1.0,0.7323017147112972,0.0,0.0
4,1.0,0.6398520751723783,0.7543689046395509,0.0
5,1.0,0.5623976772929592,0.0,0.3012921765535601
6,1.0,0.0,0.8328944493608352,1.203258954116498
7,1.0,0.6370732356261833,0.5583399616951433,0.0
8,1.0,0.2606297490669398,0.0,0.0
9,1.0,0.0,0.0553649749135539,0.41211740512833367
10,1.0,0.0,0.0,1.2297538109392712
11,1.0,0.0,1.0301551978238768,0.17681246373052467
12,1.0,0.0,0.0,0.0
13,1.0,0.6750645184094394,0.3479017619704715,0.0
14,1.0,0.0,0.30171609350107054,0.9573856068419316
15,1.0,0.0,0.41835250088922316,0.0
16,1.0,0.06756920600942723,0.0,0.2940421429749802
17,1.0,0.0,0.6441905231896892,0.0
18,1.0,0.3586080676493852,0.0,0.3203611893741035
19,1.0,0.0,1.189154412488462,0.0
20,1.0,0.0,0.23566606953963426,1.462842285184577
21,1.0,0.2781263018080308,0.0,0.0
22,1.0,0.0,0.0,1.690568645339397
23,1.0,0.6221252216057821,0.0,2.0267790952431928
24,1.0,0.0,0.0,1.4748226520869099
25,1.0,0.0,0.0,0.2187859889352313
26,1.0,0.8448887803757161,0.9933362044496503,0.0
27,1.0,1.9984814702717295,0.9468615879956256,0.0
28,1.0,0.0,0.0,0.12337843757618257
29,1.0,0.0,0.0,0.8112544049416356
30,1.0,0.36456734382632344,0.0,0.7342475961853729
31,1.0,1.3673786263056709,0.0,0.0
32,1.0,0.9426218402198768,0.7189405658150543,0.22669885643799229
33,1.0,1.1624211875584574,0.0,0.0
34,1.0,0.0,0.12254409553604008,0.0
35,1.0,0.0,0.0,0.0
36,1.0,0.0,0.36746620574561295,0.7948910679832192
37,1.0,0.0,0.0,0.0
38,1.0,0.5312512156361892,0.08905603873921995,1.5941569003382141
39,1.0,0.0,0.36250249919104766,0.4439913996466691
40,1.0,0.0,0.5835341273827435,0.0
