,0,1,2,3
0,1.0,0.8553778339992086,0.0,0.0
1,1.0,0.48598459725939197,0.0,0.4383885642069085
2,1.0,0.199298510444498,0.0,0.0
3,1.0,0.0,0.0,1.0014102256801642
4,1.0,0.14408536849992318,0.7820845225598966,0.13462193534445818
5,1.0,0.26290111708503067,0.0,0.6680474265721447
6,1.0,1.7846982743070243,0.0,0.0
7,1.0,0.0,0.0,0.0
8,1.0,0.13819364396816675,0.0,1.4388735938426587
9,1.0,0.00020164295512421895,0.3239119776314283,0.9520218679998016
10,1.0,0.0,1.4367365400889385,0.0
11,1.0,0.0,0.0,0.0
12,1.0,0.0,0.0,0.0
13,1.0,1.3921384005454986,0.0,0.0
14,1.0,0.0,0.0,0.0
15,1.0,0.0,0.0,0.0
16,1.0,0.0,0.9392131036783211,1.137870374245525
17,1.0,0.016021203599889625,0.47359957205452774,0.0
18,1.0,0.6374177094326149,0.0,0.48466831595083715
19,1.0,1.6003561315936594,0.0,0.26094817905342854
20,1.0,0.0,0.592196691404488,0.0
21,1.0,0.0,0.20273375576037383,0.6135093864353722
22,1.0,0.07479408933657207,0.0,0.0
23,1.0,0.8845028912493791,0.0,0.0
24,1.0,0.8436627082696916,0.41624847971347423,0.8734155452519468
25,1.0,0.0,0.8281565184266096,0.0
26,1.0,0.5699998108654594,0.0,0.6743517049201465
27,1.0,1.00564411641639,0.0,0.0
28,1.0,0.038954626455999015,1.1896648178406266,0.7105580913697815
29,1.0,0.0,0.45760826070855726,0.7450892093791386
30,1.0,2.123805895927743,0.0,0.0
31,1.0,1.333371188087335,0.0,0.0
32,1.0,0.5170821953802978,1.0184086608787832,0.0
33,1.0,0.5401271722920614,0.11695526942994706,1.518749034018734
34,1.0,0.0,0.9902473119680668,0.0
35,1.0,0.0,0.0,1.1391079474852248
36,1.0,0.5796130395204568,0.0,0.6819677636799354
37,1.0,0.7706312764276145,0.0,0.0
38,1.0,0.0,0.0,0.18874300812461753
39,1.0,0.23457792922728007,0.0,0.7424462498750674
40,1.0,0.0,0.0,0.0
41,1.0,1.9875098319889204,0.0,0.562630255206262
42,1.0,0.9421232775889631,0.37772556403986696,1.1818079443533893
43,1.0,0.0,0.0,0.7668178889702638
44,1.0,0.0,0.0,0.0
45,1.0,1.0523418569495309,0.8651502348674213,0.0
46,1.0,0.9034918446096601,0.12127725931971635,0.0
47,1.0,0.05741666204236571,0.0,0.6150052638109683
48,1.0,0.3103475704430823,0.0,1.0062557458155574
49,1.0,0.0,0.2869336430674523,0.4221553712523149
50,1.0,1.4788070598365304,0.0,1.7430824463104067
51,1.0,0.17616495162242465,0.0,0.0
