,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1.0,3.0,4.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0
2,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0
4,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0
6,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
7,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0
8,6.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0
9,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0
10,2.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
11,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0
12,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0
13,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0
14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
15,1.0,1.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
16,3.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0
17,2.0,7.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0
18,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,2.0,2.0,6.0,0.0
19,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
20,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0
21,2.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
22,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
23,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0
24,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0
25,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
26,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0
27,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0
28,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29,1.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
30,1.0,2.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
33,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,2.0,3.0
34,0.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,7.0,1.0
35,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0
36,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0
37,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0
38,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
39,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0
40,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
41,5.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
42,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0
43,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0
44,3.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0
45,1.0,4.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0
46,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
48,2.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,1.0
49,4.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0,3.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0
